index,YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
6326,2001,4,TN,Electric Utilities,Coal,5077508
6327,2001,4,TN,Electric Utilities,Petroleum,23450
6328,2001,4,TN,Electric Utilities,Natural Gas,0
6329,2001,4,TN,Electric Utilities,Nuclear,2483733
6330,2001,4,TN,Electric Utilities,Hydroelectric Conventional,348826
6331,2001,4,TN,Electric Utilities,Pumped Storage,-72962
6333,2001,4,TN,Independent Power Producers,Natural Gas,5828
6334,2001,4,TN,Independent Power Producers,Other Biomass,2006
6336,2001,4,TN,Electric Power,Wood and Wood Derived Fuels,13
6338,2001,4,TN,Commercial Power,Coal,2952
6339,2001,4,TN,Commercial Power,Natural Gas,3089
6340,2001,4,TN,Commercial Power,Other Biomass,712
6341,2001,4,TN,Commercial Power,Other,537
6343,2001,4,TN,Industrial Power,Coal,118098
6344,2001,4,TN,Industrial Power,Petroleum,1018
6345,2001,4,TN,Industrial Power,Natural Gas,12269
6346,2001,4,TN,Industrial Power,Other Gases,1537
6347,2001,4,TN,Industrial Power,Hydroelectric Conventional,7742
6348,2001,4,TN,Industrial Power,Wood and Wood Derived Fuels,62030
6349,2001,4,TN,Industrial Power,Other,0
6351,2001,4,TX,Total Electric Power,Coal,9767225
6352,2001,4,TX,Total Electric Power,Petroleum,133996
6353,2001,4,TX,Total Electric Power,Natural Gas,14402417
6354,2001,4,TX,Total Electric Power,Other Gases,81259
6355,2001,4,TX,Total Electric Power,Nuclear,2668816
6356,2001,4,TX,Total Electric Power,Hydroelectric Conventional,124232
6357,2001,4,TX,Total Electric Power,Wind,115487
6358,2001,4,TX,Total Electric Power,Solar Thermal and Photovoltaic,0
6359,2001,4,TX,Total Electric Power,Wood and Wood Derived Fuels,71005
6360,2001,4,TX,Total Electric Power,Other Biomass,5764
6361,2001,4,TX,Total Electric Power,Other,116114
6363,2001,4,TX,Electric Utilities,Coal,9552672
6364,2001,4,TX,Electric Utilities,Petroleum,48780
6365,2001,4,TX,Electric Utilities,Natural Gas,7700081
6366,2001,4,TX,Electric Utilities,Nuclear,2668816
6367,2001,4,TX,Electric Utilities,Hydroelectric Conventional,123826
6368,2001,4,TX,Electric Utilities,Solar Thermal and Photovoltaic,0
6370,2001,4,TX,Independent Power Producers,Coal,0
6371,2001,4,TX,Independent Power Producers,Petroleum,29
6372,2001,4,TX,Independent Power Producers,Natural Gas,1856708
6373,2001,4,TX,Independent Power Producers,Nuclear,0
6374,2001,4,TX,Independent Power Producers,Hydroelectric Conventional,406
6375,2001,4,TX,Independent Power Producers,Wind,115487
6376,2001,4,TX,Independent Power Producers,Other Biomass,2396
6378,2001,4,TX,Electric Power,Petroleum,75352
6379,2001,4,TX,Electric Power,Natural Gas,2289791
6380,2001,4,TX,Electric Power,Other Biomass,1183
6382,2001,4,TX,Commercial Power,Petroleum,303
6383,2001,4,TX,Commercial Power,Natural Gas,37469
6384,2001,4,TX,Commercial Power,Other Biomass,481
6386,2001,4,TX,Industrial Power,Coal,214553
6387,2001,4,TX,Industrial Power,Petroleum,9532
6388,2001,4,TX,Industrial Power,Natural Gas,2518368
6389,2001,4,TX,Industrial Power,Other Gases,81259
6390,2001,4,TX,Industrial Power,Wood and Wood Derived Fuels,71005
6391,2001,4,TX,Industrial Power,Other Biomass,1704
6392,2001,4,TX,Industrial Power,Other,116114
6394,2001,4,UT,Total Electric Power,Coal,2458937
6395,2001,4,UT,Total Electric Power,Petroleum,4594
6396,2001,4,UT,Total Electric Power,Natural Gas,157099
6397,2001,4,UT,Total Electric Power,Hydroelectric Conventional,43078
6398,2001,4,UT,Total Electric Power,Geothermal,12972
6399,2001,4,UT,Total Electric Power,Other Biomass,479
6400,2001,4,UT,Total Electric Power,Other,361
6402,2001,4,UT,Electric Utilities,Coal,2433959
6403,2001,4,UT,Electric Utilities,Petroleum,4589
6404,2001,4,UT,Electric Utilities,Natural Gas,132602
6405,2001,4,UT,Electric Utilities,Hydroelectric Conventional,42488
6406,2001,4,UT,Electric Utilities,Geothermal,12972
6408,2001,4,UT,Independent Power Producers,Coal,20701
6409,2001,4,UT,Independent Power Producers,Hydroelectric Conventional,590
6411,2001,4,UT,Electric Power,Petroleum,5
6412,2001,4,UT,Electric Power,Other Biomass,479
6413,2001,4,UT,Electric Power,Other,361
6415,2001,4,UT,Commercial Power,Natural Gas,1024
6417,2001,4,UT,Industrial Power,Coal,4277
6418,2001,4,UT,Industrial Power,Natural Gas,23473
6420,2001,4,VA,Total Electric Power,Coal,2793442
6421,2001,4,VA,Total Electric Power,Petroleum,734495
6422,2001,4,VA,Total Electric Power,Natural Gas,131082
6423,2001,4,VA,Total Electric Power,Other Gases,0
6424,2001,4,VA,Total Electric Power,Nuclear,2285984
6425,2001,4,VA,Total Electric Power,Hydroelectric Conventional,139279
6426,2001,4,VA,Total Electric Power,Solar Thermal and Photovoltaic,0
6427,2001,4,VA,Total Electric Power,Wood and Wood Derived Fuels,78342
6428,2001,4,VA,Total Electric Power,Other Biomass,45015
6429,2001,4,VA,Total Electric Power,Pumped Storage,-129521
6430,2001,4,VA,Total Electric Power,Other,30340
6432,2001,4,VA,Electric Utilities,Coal,2252508
6433,2001,4,VA,Electric Utilities,Petroleum,708070
6434,2001,4,VA,Electric Utilities,Natural Gas,41882
6435,2001,4,VA,Electric Utilities,Other Gases,0
6436,2001,4,VA,Electric Utilities,Nuclear,2285984
6437,2001,4,VA,Electric Utilities,Hydroelectric Conventional,136570
6438,2001,4,VA,Electric Utilities,Solar Thermal and Photovoltaic,0
6439,2001,4,VA,Electric Utilities,Wood and Wood Derived Fuels,0
6440,2001,4,VA,Electric Utilities,Pumped Storage,-129521
6442,2001,4,VA,Independent Power Producers,Coal,179429
6443,2001,4,VA,Independent Power Producers,Petroleum,12020
6444,2001,4,VA,Independent Power Producers,Natural Gas,43790
6445,2001,4,VA,Independent Power Producers,Hydroelectric Conventional,2567
6446,2001,4,VA,Independent Power Producers,Wood and Wood Derived Fuels,230
6447,2001,4,VA,Independent Power Producers,Other Biomass,29089
6448,2001,4,VA,Independent Power Producers,Other,18716
6450,2001,4,VA,Electric Power,Coal,310235
6451,2001,4,VA,Electric Power,Petroleum,1295
6452,2001,4,VA,Electric Power,Natural Gas,33150
6453,2001,4,VA,Electric Power,Wood and Wood Derived Fuels,180
6454,2001,4,VA,Electric Power,Other Biomass,809
6456,2001,4,VA,Commercial Power,Coal,328
6457,2001,4,VA,Commercial Power,Petroleum,1846
6458,2001,4,VA,Commercial Power,Natural Gas,2411
6459,2001,4,VA,Commercial Power,Other Biomass,14990
6460,2001,4,VA,Commercial Power,Other,11309
6462,2001,4,VA,Industrial Power,Coal,50942
6463,2001,4,VA,Industrial Power,Petroleum,11264
6464,2001,4,VA,Industrial Power,Natural Gas,9849
6465,2001,4,VA,Industrial Power,Hydroelectric Conventional,142
6466,2001,4,VA,Industrial Power,Wood and Wood Derived Fuels,77932
6467,2001,4,VA,Industrial Power,Other Biomass,127
6468,2001,4,VA,Industrial Power,Other,315
6470,2001,4,VT,Total Electric Power,Petroleum,1115
6471,2001,4,VT,Total Electric Power,Natural Gas,240
6472,2001,4,VT,Total Electric Power,Nuclear,328187
6473,2001,4,VT,Total Electric Power,Hydroelectric Conventional,110832
6474,2001,4,VT,Total Electric Power,Wind,903
6475,2001,4,VT,Total Electric Power,Wood and Wood Derived Fuels,25901
6477,2001,4,VT,Electric Utilities,Petroleum,1115
6478,2001,4,VT,Electric Utilities,Natural Gas,240
6479,2001,4,VT,Electric Utilities,Nuclear,328187
6480,2001,4,VT,Electric Utilities,Hydroelectric Conventional,33994
6481,2001,4,VT,Electric Utilities,Wind,903
6482,2001,4,VT,Electric Utilities,Wood and Wood Derived Fuels,9397
6484,2001,4,VT,Independent Power Producers,Nuclear,0
6485,2001,4,VT,Independent Power Producers,Hydroelectric Conventional,75352
6486,2001,4,VT,Independent Power Producers,Wood and Wood Derived Fuels,14732
6488,2001,4,VT,Industrial Power,Hydroelectric Conventional,1486
6489,2001,4,VT,Industrial Power,Wood and Wood Derived Fuels,1772
6491,2001,4,WA,Total Electric Power,Coal,602688
6492,2001,4,WA,Total Electric Power,Petroleum,7201
6493,2001,4,WA,Total Electric Power,Natural Gas,929606
6494,2001,4,WA,Total Electric Power,Nuclear,751937
6495,2001,4,WA,Total Electric Power,Hydroelectric Conventional,4009043
6496,2001,4,WA,Total Electric Power,Wood and Wood Derived Fuels,93158
6497,2001,4,WA,Total Electric Power,Other Biomass,16724
6498,2001,4,WA,Total Electric Power,Other,6219
6500,2001,4,WA,Electric Utilities,Petroleum,25
6501,2001,4,WA,Electric Utilities,Natural Gas,508535
6502,2001,4,WA,Electric Utilities,Nuclear,751937
6503,2001,4,WA,Electric Utilities,Hydroelectric Conventional,3990255
6504,2001,4,WA,Electric Utilities,Wood and Wood Derived Fuels,32286
6506,2001,4,WA,Independent Power Producers,Coal,598322
6507,2001,4,WA,Independent Power Producers,Petroleum,1016
6508,2001,4,WA,Independent Power Producers,Natural Gas,23
6509,2001,4,WA,Independent Power Producers,Hydroelectric Conventional,11937
6510,2001,4,WA,Independent Power Producers,Wood and Wood Derived Fuels,3590
6511,2001,4,WA,Independent Power Producers,Other Biomass,14462
6512,2001,4,WA,Independent Power Producers,Other,6219
6514,2001,4,WA,Electric Power,Petroleum,30
6515,2001,4,WA,Electric Power,Natural Gas,372072
6516,2001,4,WA,Electric Power,Other Biomass,581
6518,2001,4,WA,Commercial Power,Coal,1122
6519,2001,4,WA,Commercial Power,Natural Gas,1734
6520,2001,4,WA,Commercial Power,Hydroelectric Conventional,6648
6522,2001,4,WA,Industrial Power,Coal,3244
6523,2001,4,WA,Industrial Power,Petroleum,6130
6524,2001,4,WA,Industrial Power,Natural Gas,47242
6525,2001,4,WA,Industrial Power,Hydroelectric Conventional,203
6526,2001,4,WA,Industrial Power,Wood and Wood Derived Fuels,57282
6527,2001,4,WA,Industrial Power,Other Biomass,1681
6529,2001,4,WI,Total Electric Power,Coal,3296870
6530,2001,4,WI,Total Electric Power,Petroleum,29195
6531,2001,4,WI,Total Electric Power,Natural Gas,84698
6532,2001,4,WI,Total Electric Power,Nuclear,807880
6533,2001,4,WI,Total Electric Power,Hydroelectric Conventional,251702
6534,2001,4,WI,Total Electric Power,Wind,5266
6535,2001,4,WI,Total Electric Power,Wood and Wood Derived Fuels,55013
6536,2001,4,WI,Total Electric Power,Other Biomass,21549
6537,2001,4,WI,Total Electric Power,Other,12074
6539,2001,4,WI,Electric Utilities,Coal,3211817
6540,2001,4,WI,Electric Utilities,Petroleum,10088
6541,2001,4,WI,Electric Utilities,Natural Gas,42357
6542,2001,4,WI,Electric Utilities,Nuclear,807880
6543,2001,4,WI,Electric Utilities,Hydroelectric Conventional,237033
6544,2001,4,WI,Electric Utilities,Wind,5266
6545,2001,4,WI,Electric Utilities,Wood and Wood Derived Fuels,0
6546,2001,4,WI,Electric Utilities,Other Biomass,9416
6547,2001,4,WI,Electric Utilities,Other,11834
6549,2001,4,WI,Independent Power Producers,Coal,1978
6550,2001,4,WI,Independent Power Producers,Petroleum,47
6551,2001,4,WI,Independent Power Producers,Natural Gas,19534
6552,2001,4,WI,Independent Power Producers,Hydroelectric Conventional,723
6553,2001,4,WI,Independent Power Producers,Wind,0
6554,2001,4,WI,Independent Power Producers,Other Biomass,10234
6556,2001,4,WI,Electric Power,Petroleum,0
6557,2001,4,WI,Electric Power,Natural Gas,0
6558,2001,4,WI,Electric Power,Other Biomass,923
6560,2001,4,WI,Commercial Power,Coal,3407
6561,2001,4,WI,Commercial Power,Petroleum,591
6562,2001,4,WI,Commercial Power,Natural Gas,3916
6563,2001,4,WI,Commercial Power,Hydroelectric Conventional,234
6564,2001,4,WI,Commercial Power,Wood and Wood Derived Fuels,0
6565,2001,4,WI,Commercial Power,Other Biomass,571
6566,2001,4,WI,Commercial Power,Other,240
6568,2001,4,WI,Industrial Power,Coal,79668
6569,2001,4,WI,Industrial Power,Petroleum,18469
6570,2001,4,WI,Industrial Power,Natural Gas,18891
6571,2001,4,WI,Industrial Power,Hydroelectric Conventional,13712
6572,2001,4,WI,Industrial Power,Wood and Wood Derived Fuels,55013
6573,2001,4,WI,Industrial Power,Other Biomass,405
6574,2001,4,WI,Industrial Power,Other,0
6576,2001,4,WV,Total Electric Power,Coal,6185175
6577,2001,4,WV,Total Electric Power,Petroleum,20733
6578,2001,4,WV,Total Electric Power,Natural Gas,9936
6579,2001,4,WV,Total Electric Power,Other Gases,7619
6580,2001,4,WV,Total Electric Power,Hydroelectric Conventional,99919
6581,2001,4,WV,Total Electric Power,Wood and Wood Derived Fuels,0
6582,2001,4,WV,Total Electric Power,Other Biomass,2582
6583,2001,4,WV,Total Electric Power,Other,1947
6585,2001,4,WV,Electric Utilities,Coal,4409912
6586,2001,4,WV,Electric Utilities,Petroleum,19920
6587,2001,4,WV,Electric Utilities,Natural Gas,490
6588,2001,4,WV,Electric Utilities,Hydroelectric Conventional,27062
6589,2001,4,WV,Electric Utilities,Wood and Wood Derived Fuels,0
6590,2001,4,WV,Electric Utilities,Other Biomass,2582
6591,2001,4,WV,Electric Utilities,Other,1947
6593,2001,4,WV,Independent Power Producers,Coal,1718728
6594,2001,4,WV,Independent Power Producers,Petroleum,795
6595,2001,4,WV,Independent Power Producers,Natural Gas,4894
6596,2001,4,WV,Independent Power Producers,Hydroelectric Conventional,17125
6598,2001,4,WV,Electric Power,Coal,0
6599,2001,4,WV,Electric Power,Natural Gas,0
6601,2001,4,WV,Industrial Power,Coal,56535
6602,2001,4,WV,Industrial Power,Petroleum,18
6603,2001,4,WV,Industrial Power,Natural Gas,4552
6604,2001,4,WV,Industrial Power,Other Gases,7619
6605,2001,4,WV,Industrial Power,Hydroelectric Conventional,55732
6607,2001,4,WY,Total Electric Power,Coal,3327371
6608,2001,4,WY,Total Electric Power,Petroleum,1709
6609,2001,4,WY,Total Electric Power,Natural Gas,41077
6610,2001,4,WY,Total Electric Power,Other Gases,605
6611,2001,4,WY,Total Electric Power,Hydroelectric Conventional,67692
6612,2001,4,WY,Total Electric Power,Wind,13247
6613,2001,4,WY,Total Electric Power,Other,7480
6615,2001,4,WY,Electric Utilities,Coal,3307743
6616,2001,4,WY,Electric Utilities,Petroleum,1512
6617,2001,4,WY,Electric Utilities,Natural Gas,38070
6618,2001,4,WY,Electric Utilities,Hydroelectric Conventional,67692
6619,2001,4,WY,Electric Utilities,Wind,1415
6621,2001,4,WY,Independent Power Producers,Wind,11832
6623,2001,4,WY,Industrial Power,Coal,19628
6624,2001,4,WY,Industrial Power,Petroleum,197
6625,2001,4,WY,Industrial Power,Natural Gas,3007
6626,2001,4,WY,Industrial Power,Other Gases,605
6627,2001,4,WY,Industrial Power,Other,7480
6697,2001,5,AK,Total Electric Power,Coal,40986
6698,2001,5,AK,Total Electric Power,Petroleum,75034
6699,2001,5,AK,Total Electric Power,Natural Gas,283468
6700,2001,5,AK,Total Electric Power,Hydroelectric Conventional,85130
6701,2001,5,AK,Total Electric Power,Wind,69
6703,2001,5,AK,Electric Utilities,Coal,17122
6704,2001,5,AK,Electric Utilities,Petroleum,70085
6705,2001,5,AK,Electric Utilities,Natural Gas,222198
6706,2001,5,AK,Electric Utilities,Hydroelectric Conventional,85130
6707,2001,5,AK,Electric Utilities,Wind,69
6709,2001,5,AK,Electric Power,Coal,16314
6710,2001,5,AK,Electric Power,Petroleum,184
6712,2001,5,AK,Commercial Power,Coal,7550
6713,2001,5,AK,Commercial Power,Petroleum,925
6715,2001,5,AK,Industrial Power,Petroleum,3840
6716,2001,5,AK,Industrial Power,Natural Gas,61270
6718,2001,5,AL,Total Electric Power,Coal,5985862
6719,2001,5,AL,Total Electric Power,Petroleum,31560
6720,2001,5,AL,Total Electric Power,Natural Gas,640437
6721,2001,5,AL,Total Electric Power,Other Gases,12118
6722,2001,5,AL,Total Electric Power,Nuclear,2677375
6723,2001,5,AL,Total Electric Power,Hydroelectric Conventional,394587
6724,2001,5,AL,Total Electric Power,Wood and Wood Derived Fuels,305599
6725,2001,5,AL,Total Electric Power,Other Biomass,858
6726,2001,5,AL,Total Electric Power,Other,272
6728,2001,5,AL,Electric Utilities,Coal,5926206
6729,2001,5,AL,Electric Utilities,Petroleum,17401
6730,2001,5,AL,Electric Utilities,Natural Gas,567876
6731,2001,5,AL,Electric Utilities,Nuclear,2677375
6732,2001,5,AL,Electric Utilities,Hydroelectric Conventional,394587
6734,2001,5,AL,Independent Power Producers,Natural Gas,301
6736,2001,5,AL,Electric Power,Coal,28438
6737,2001,5,AL,Electric Power,Petroleum,25
6738,2001,5,AL,Electric Power,Natural Gas,18
6739,2001,5,AL,Electric Power,Wood and Wood Derived Fuels,21087
6741,2001,5,AL,Industrial Power,Coal,31218
6742,2001,5,AL,Industrial Power,Petroleum,14134
6743,2001,5,AL,Industrial Power,Natural Gas,72242
6744,2001,5,AL,Industrial Power,Other Gases,12118
6745,2001,5,AL,Industrial Power,Wood and Wood Derived Fuels,284512
6746,2001,5,AL,Industrial Power,Other Biomass,858
6747,2001,5,AL,Industrial Power,Other,272
6749,2001,5,AR,Total Electric Power,Coal,1925929
6750,2001,5,AR,Total Electric Power,Petroleum,45275
6751,2001,5,AR,Total Electric Power,Natural Gas,169725
6752,2001,5,AR,Total Electric Power,Nuclear,1321506
6753,2001,5,AR,Total Electric Power,Hydroelectric Conventional,159075
6754,2001,5,AR,Total Electric Power,Wood and Wood Derived Fuels,68337
6755,2001,5,AR,Total Electric Power,Other Biomass,661
6756,2001,5,AR,Total Electric Power,Other,23
6758,2001,5,AR,Electric Utilities,Coal,1925929
6759,2001,5,AR,Electric Utilities,Petroleum,40259
6760,2001,5,AR,Electric Utilities,Natural Gas,158500
6761,2001,5,AR,Electric Utilities,Nuclear,1321506
6762,2001,5,AR,Electric Utilities,Hydroelectric Conventional,159074
6764,2001,5,AR,Independent Power Producers,Hydroelectric Conventional,1
6766,2001,5,AR,Commercial Power,Natural Gas,177
6767,2001,5,AR,Commercial Power,Other Biomass,507
6769,2001,5,AR,Industrial Power,Petroleum,5016
6770,2001,5,AR,Industrial Power,Natural Gas,11048
6771,2001,5,AR,Industrial Power,Wood and Wood Derived Fuels,68337
6772,2001,5,AR,Industrial Power,Other Biomass,154
6773,2001,5,AR,Industrial Power,Other,23
6775,2001,5,AZ,Total Electric Power,Coal,3614318
6776,2001,5,AZ,Total Electric Power,Petroleum,19675
6777,2001,5,AZ,Total Electric Power,Natural Gas,1355844
6778,2001,5,AZ,Total Electric Power,Nuclear,2266571
6779,2001,5,AZ,Total Electric Power,Hydroelectric Conventional,671801
6780,2001,5,AZ,Total Electric Power,Solar Thermal and Photovoltaic,43
6781,2001,5,AZ,Total Electric Power,Other Biomass,5344
6782,2001,5,AZ,Total Electric Power,Pumped Storage,31911
6784,2001,5,AZ,Electric Utilities,Coal,3586946
6785,2001,5,AZ,Electric Utilities,Petroleum,19518
6786,2001,5,AZ,Electric Utilities,Natural Gas,1113093
6787,2001,5,AZ,Electric Utilities,Nuclear,2266571
6788,2001,5,AZ,Electric Utilities,Hydroelectric Conventional,671801
6789,2001,5,AZ,Electric Utilities,Solar Thermal and Photovoltaic,43
6790,2001,5,AZ,Electric Utilities,Other Biomass,4846
6791,2001,5,AZ,Electric Utilities,Pumped Storage,31911
6793,2001,5,AZ,Independent Power Producers,Natural Gas,201607
6795,2001,5,AZ,Electric Power,Natural Gas,39827
6797,2001,5,AZ,Commercial Power,Petroleum,41
6798,2001,5,AZ,Commercial Power,Natural Gas,1300
6799,2001,5,AZ,Commercial Power,Other Biomass,498
